org_uuid,org_name,domain,status,founded_on,category_list,category_groups_list,country_code,city,short_description
58db0e37-907a-44cf-bb2a-c31086b2f509,Metricool,metricool.com,operating,1/1/15,"Analytics,Apps,Digital Marketing","Apps,Data and Analytics,Sales and Marketing,Software",ESP,Majadahonda,"Metricool is a tool to analyze, manage, and measure the success of all digital content."
a61e022e-b368-2154-8d5d-538980a12cbe,Rentals United,rentalsunited.com,operating,1/1/14,"B2B,Hospitality,SaaS,Software,Travel","Other,Software,Travel and Tourism",ESP,Barcelona,Channel Manager & Vacation Rental Software
2c375c47-b941-df4a-ca38-a714489340fa,Aglaris Ltd,aglaris.co.uk,operating,1/1/12,"Biotechnology,Health Care,Manufacturing,Medical","Biotechnology,Health Care,Manufacturing,Science and Engineering",ESP,Madrid,Aglaris is developing an automated cell culture bioreactor for the mass production of human stem cells.
0eb56b46-8837-e236-30df-206b6a5faa2c,Cocunat,cocunat.com,operating,1/1/13,"Cosmetics,E-Commerce","Commerce and Shopping,Consumer Goods",ESP,Barcelona,Cocunat is a natural and 100% toxic free cosmetics brand.
d8979a5c-c76c-a9db-9c68-487b17f3f34c,MytripleA,mytriplea.com,operating,4/23/13,"Finance,Financial Services,FinTech,Funding Platform","Financial Services,Lending and Investments",ESP,Madrid,MytripleA is a fintech platform providing working capital and payment solutions that help companies grow.
77fbaa5d-8049-4a70-a612-e638a465bec0,bound4blue,bound4blue.com,operating,1/1/15,Renewable Energy,"Energy,Sustainability",ESP,Barcelona,bound4blue developes foldable and autonomous wingsail system.
c5f01b71-e36e-4f01-c9d6-264d87fffa0f,Notegraphy,notegraphy.com,closed,2/1/13,"Collectibles,Internet,Mobile,Photo Editing,Social Media,Software","Commerce and Shopping,Content and Publishing,Internet Services,Media and Entertainment,Mobile,Software",ESP,Barcelona,Notegraphy is a web and mobile application that enables users to stylize their text.
40b3c202-3bd2-4695-98de-c69497e4be8b,FYLA,fyla.com,operating,1/1/14,"Life Science,Optical Communication,Semiconductor","Biotechnology,Hardware,Science and Engineering",ESP,Valencia,"Fyla is Deep Tech laser technology company, bringing proprietary solutions for high-end industrial applications."
41d4934a-cf56-dd5e-4a14-2c16b699c63f,Geoblink,geoblink.com,operating,3/1/15,"Big Data,Business Intelligence,Enterprise Software,SaaS","Data and Analytics,Software",ESP,Madrid,Geoblink is a SaaS platform that helps companies in the retail ecosystem make informed business decisions that concern location.
b27ece13-181c-4f1a-86dc-a34988ee9eca,Zinklar,zinklar.com,operating,8/1/15,"Consumer Research,Market Research,Product Research,Software","Data and Analytics,Design,Software",ESP,Barcelona,Zinklar is an market research company that helps to make safer and smarter business decisions.
78856346-779b-5584-ce1d-2b38d7e529ff,Wave Application,waveapplication.com,operating,1/1/13,"Information Technology,Location Based Services,Mapping Services,Mobile,Privacy","Data and Analytics,Information Technology,Internet Services,Mobile,Navigation and Mapping,Privacy and Security",ESP,Madrid,Wave Application enables users to place contacts on a private map for a limited period of time.
345e369a-395d-0289-a32d-c74d27ed1cc6,Adsmurai,adsmurai.com,operating,1/30/14,"Advertising,Advertising Platforms,Marketing Automation,Software","Advertising,Sales and Marketing,Software",ESP,Barcelona,Adsmurai provides a end to end technological solution for advertising management on social media.
42741e82-e372-43d0-958d-4b561713e613,Socilen,socilen.com,operating,1/1/14,"Crowdfunding,Finance,Financial Services,FinTech,Lending,Small and Medium Businesses","Financial Services,Other",ESP,Madrid,Socilen is collective funding platform that connects families or SMEs that need financing with investors willing to finance.
ba0f5b7d-e1dc-4a5b-b8c2-47cdb35d06f9,Muroexe,eu.muroexe.com,operating,9/1/13,"Consumer Goods,Retail","Commerce and Shopping,Consumer Goods",ESP,Madrid,Muroexe do functional footwear for smart humans.
f9c88aaf-7ca7-4972-9454-438f12dbfdaf,Plastic Repair System,plasticrepair.es,operating,1/1/11,"Manufacturing,Nanotechnology,Plastics and Rubber Manufacturing,Small and Medium Businesses","Manufacturing,Other,Science and Engineering",ESP,Tajonar,Plastic Repair System (PRS) is dedicated to the repair and maintenance of any object made of plastic.
344995e9-ca36-9a1b-888a-81795e6d49b1,Wattio,wattio.com,operating,1/1/10,"Consumer Electronics,Hardware,Software","Consumer Electronics,Hardware,Software",ESP,San Sebastian,"Wattio is a SmartHome solution that combines gadgets, apps and a full automation system."
397e3e7a-be7e-3c4c-660e-2b2f5291d8ee,Tuvalum,tuvalum.com,operating,4/1/15,"E-Commerce,Marketplace,Sports","Commerce and Shopping,Sports",ESP,Valencia,Tuvalum is the most trusted marketplace on certified pre-loved bicycles in Europe.
bd4c4326-ef34-d5d9-b689-0c0b0a6ba03c,Housers,housers.com,operating,4/1/15,"Crowdfunding,FinTech,Funding Platform,Lending,Real Estate,Real Estate Investment","Financial Services,Lending and Investments,Real Estate",ESP,Madrid,"Housers is a crowdfunding and crowdlending platform that enables individuals to invest in real estate, green and corporate projects."
316e4b4c-a8b4-a973-493e-dc5414c596c0,AEInnova,aeinnova.com,operating,10/17/14,"Chemical,Cloud Computing,Energy,Internet,Internet of Things,Oil and Gas,Paper Manufacturing,Predictive Analytics,Wireless","Artificial Intelligence,Data and Analytics,Energy,Hardware,Internet Services,Manufacturing,Mobile,Natural Resources,Science and Engineering,Software",ESP,Terrassa,"AEInnova develops the most advanced batteryless & maintenace-free iIoT self-powered by heat, wind or sun, being in the Top 30 EU Scale-ups"
ee59d1c7-d08b-b47b-8322-64a43d1c7a1a,Enigmedia,enigmedia.es,operating,1/1/11,"Cyber Security,Security,Software","Information Technology,Privacy and Security,Software",ESP,San Sebastian,Enigmedia develops technological solutions that allow the encryption of information in real-time.
6a1e7257-fef4-215c-89ce-3471a01befa3,Cebiotex,cebiotex.com,operating,1/1/12,"Biotechnology,Health Care,Life Science,Manufacturing,Medical","Biotechnology,Health Care,Manufacturing,Science and Engineering",ESP,Bárcena De Pie De Concha,Cebiotex offers manufacturing technology and contract research in the field of drug delivery with electrospun nanofiber technology.
880b8e17-93d2-c5ff-7fb9-c79059e34b19,Beonprice,beonprice.com,operating,1/1/12,"Big Data,Business Intelligence,Cloud Computing,Hospitality,Price Comparison,Travel","Commerce and Shopping,Data and Analytics,Internet Services,Software,Travel and Tourism",ESP,Salamanca,Beonprice is committed to leading the future of revenue strategy.
7b53d397-d537-4f0e-1296-749accfed044,Cuideo,cuideo.com,operating,1/1/15,"Elder Care,Health Care,Home Health Care",Health Care,ESP,Barcelona,Cuideo is the leading home care platform for the elderly in Spain and France.
0c46afad-c499-45c0-9f11-bdbcba100d15,Frenetic,frenetic.ai,operating,1/1/15,"Electronics,Software","Consumer Electronics,Hardware,Software",ESP,Madrid,"Digital platform for the simulation, design and production of high-frequency magnetic components for Power Electronics"
d5c9a963-4d29-3a33-3d72-ab13e5c08e1d,Coverfy,coverfy.com,operating,1/1/16,"Apps,Financial Services,FinTech,Insurance,InsurTech,Mobile Apps,Predictive Analytics","Apps,Artificial Intelligence,Data and Analytics,Financial Services,Mobile,Software",ESP,Barcelona,Coverfy is an insurtech startup on a mission to make insurance easy for everyone.
2c87633f-4bf3-6e1d-c82e-0227f235fc3e,Voicemod,voicemod.net,operating,1/1/14,"Apps,Audio,Content Creators,Gaming,Music,Online Games,Video Streaming","Apps,Content and Publishing,Gaming,Media and Entertainment,Music and Audio,Software,Video",ESP,Valencia,Voicemod is the best free voice changer software for Windows.
05a8549b-3d24-e5c4-132e-4cf155627d22,Percentil,percentil.com,operating,8/10/12,"E-Commerce,Fashion,File Sharing,Marketplace,Shopping","Clothing and Apparel,Commerce and Shopping,Design,Software",ESP,Madrid,"Percentil is a Madrid, Spain-based marketplace for secondhand products for children."
71863729-14f9-98ba-e529-1077e50cc69c,Ezzing Solar,ezzing.com,operating,4/1/13,"CRM,Energy,Energy Efficiency,Industrial Engineering,Renewable Energy,Solar","Energy,Information Technology,Manufacturing,Natural Resources,Sales and Marketing,Science and Engineering,Software,Sustainability",ESP,Madrid,Ezzing Solar is an international company that specializes in the development of online tools for the solar industry.
4e53c34b-3d65-7995-3a16-7f0262ef9180,Natural Machines,naturalmachines.com,operating,11/1/12,"B2B,Beauty,Computer Vision,Energy Efficiency,Nutrition,Personalization,Pharmaceutical,Robotics,Sustainability","Commerce and Shopping,Consumer Goods,Energy,Food and Beverage,Hardware,Health Care,Other,Science and Engineering,Software,Sustainability",ESP,Barcelona,Treat your customers as individuals - provide personalized products using our innovative 3D printing solutions. Food. Personal Care. Pharma.
9787fce9-7c88-44d9-b45d-307623432873,Councilbox,dev.councilbox.com,operating,3/26/15,"Blockchain,Cloud Computing,Compliance,Legal,Meeting Software,SaaS,Telecommunications","Hardware,Internet Services,Messaging and Telecommunications,Other,Professional Services,Software",ESP,Nigrán,Councilbox is the comprehensive tool for holding online corporate meetings with legal validity from a single platform.
3146b842-2eb6-4f8a-f735-e871296fd58f,Grainsense,grainsense.com,operating,1/1/14,"Agriculture,Farming,Technical Support","Agriculture and Farming,Information Technology,Other",FIN,Oulu,Grainsense developed the world’s first truly hand-held device for grain protein measurement.
9d3b5887-3a06-21f2-058b-59e8259af84e,Armada Interactive,armadainteractive.com,closed,1/1/15,"Gaming,Mobile,PC Games","Gaming,Mobile",FIN,Helsinki,Armada Interactive is a gaming startup that develops next gen core mobile games.
16d60c10-13b8-4f59-9129-c7575b48b5ef,HappySignals,happysignals.com,operating,1/1/14,"Analytics,Big Data,Information Services,Information Technology,Management Information Systems,Productivity Tools,SaaS","Data and Analytics,Information Technology,Software",FIN,Helsinki,HappySignals develops an experience management platform that helps improve employee experience and productivity.
35a26859-5f42-d287-7b17-6612f7010c8d,Buddy Healthcare,buddyhealthcare.com,operating,1/1/16,"Apps,Health Care,Medical Device,Mobile","Apps,Health Care,Mobile,Software",FIN,Helsinki,"Buddy Healthcare makes care accessible, actionable, and measurable for everyone, everywhere, and anytime."
5e546573-674d-516b-e0ec-ea1d2bcabee6,QuietOn Oy,quieton.com,operating,5/4/15,"Consumer Electronics,Manufacturing,Wearables","Consumer Electronics,Hardware,Manufacturing",FIN,Kempele,Manufacturer of high-end active noise cancelling earplugs
2942eb45-87e2-4485-8575-afbfae83bba5,Brightplus Oy,brightplus.com,operating,1/1/14,"Advanced Materials,Chemical,Packaging Services,Sustainability","Administrative Services,Manufacturing,Science and Engineering,Sustainability",FIN,Oulu,Brightplus designs and manufactures innovative functional biomaterials from renewable sources.
ed8f5186-6ac6-c9f8-6e70-7ca69d957b56,Yepzon,yepzon.com,operating,1/1/13,"Child Care,Local,Location Based Services,Mobile,Parenting,Software","Community and Lifestyle,Data and Analytics,Health Care,Internet Services,Mobile,Navigation and Mapping,Sales and Marketing,Software",FIN,Tampere,Yepzon is a safety technology company that develops mobile location solutions for customers in the European Union and United States.
5a45108e-ed9e-1a24-b1d0-a2f03031e05d,Claned Group,claned.com,operating,1/1/16,"Analytics,EdTech,Education,Software","Data and Analytics,Education,Software",FIN,Helsinki,The unparalleled digital learning solution - Modern LXP enabling superior engagement and measurement of impact
b89da1a3-7227-1dd4-4536-7929d5be3cb6,LeadDesk,leaddesk.com,operating,1/1/10,"Automotive,CRM,Enterprise Software,Mobile,SaaS,Software,Telecommunications,VoIP","Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Mobile,Sales and Marketing,Software,Transportation",FIN,Helsinki,Tools for sales and service calling
3dadd7db-443d-4bb0-a636-62ec288d64e1,Tenboron,tenboron.fi,operating,1/1/10,"Biotechnology,Health Care","Biotechnology,Health Care,Science and Engineering",FIN,Helsinki,Tenboron is the developer of a boron neutron capture therapy intended to treat locally invasive malignant tumors
7e643d5f-4a3f-a941-29fb-faa9741198c0,Combinostics,combinostics.com,operating,1/1/14,"Enterprise Software,Health Diagnostics,Information Technology,Robotics,Software","Hardware,Health Care,Information Technology,Science and Engineering,Software",FIN,Tampere,Combinostics is a software tools for diagnostics support.
e38c1a71-533f-450d-a79d-ddc799f465e0,OGOship,ogoship.com,operating,1/1/11,"Automotive,E-Commerce,E-Commerce Platforms,Logistics,Retail,Software,Transportation","Commerce and Shopping,Internet Services,Software,Transportation",FIN,Vantaa,OGOship offers an logistics platform solutions for growing online stores. Focusing on sustainable logistics and hassle-free e-com growth.
77172df1-e5ce-4f18-8472-3a35c11b3677,Innomost,innomost.com,operating,1/1/16,"Cosmetics,Personal Health","Consumer Goods,Health Care",FIN,Helsinki,"Innomost develops ingredients for the cosmetics and personal care industry, based on the ethically produced raw material: Finnish wood."
b58f1f69-7215-228f-d7ca-da267021f189,Omegawave,omegawave.com,operating,3/1/12,"Fitness,Health Care,mHealth,Mobile","Health Care,Mobile,Sports",FIN,Espoo,Omegawave is the world's first health and sports performance optimizer – scientifically proven and patented technology.
e95204c4-9897-d02f-7c7f-4b6fff51b8f4,Dazzle Rocks,dazzle.rocks,operating,1/1/14,"MMO Games,Mobile Apps,Online Games,PC Games","Apps,Gaming,Mobile,Software",FIN,Helsinki,Social MMO games for the East and West
1ef7c873-6300-eca9-c768-24155c64613a,OptiWatti Oy,optiwatti.com,operating,1/1/13,"Collaborative Consumption,Electronics","Consumer Electronics,Hardware,Other",FIN,Espoo,"OptiWatti Oy develops OptiWatti, a fully automated system to optimize the heating and cooling."
9a131b6f-927e-cf8b-794e-4f1e918492d9,Matchmade,matchmade.tv,operating,1/1/14,"Advertising,Advertising Platforms,Marketing Automation,Social Media Marketing,Video Advertising","Advertising,Sales and Marketing,Software",FIN,Helsinki,Matchmade is a marketing platform connecting creators and advertisers for targeted and measured campaigns.
b813373f-93f5-97ad-3ded-5c29ea8161bc,Videoly,videoly.co,operating,10/15/13,"E-Commerce,Internet,Search Engine,Video","Commerce and Shopping,Internet Services,Media and Entertainment,Video",FIN,Helsinki,Videoly is an automated product video discovery and management tool for e-commerce.
26817551-ddde-889d-8b04-d74080b4e350,Invesdor,invesdor.com,operating,3/1/12,"Crowdfunding,Financial Services,FinTech,Internet","Financial Services,Internet Services",FIN,Helsinki,A leading European fintech firm making participation in growth finance easy and fair for everyone.
e0e125b2-a335-55b7-8921-2beeeedccce3,Leadfeeder,leadfeeder.com,operating,4/12/12,"Advertising,Analytics,B2B,Internet,Lead Generation","Advertising,Data and Analytics,Internet Services,Other,Sales and Marketing",FIN,Helsinki,"Leadfeeder is a sales lead generation tool for B2B companies, helping convert promising visitors into sales leads."
58df09e4-0b73-eb70-a0a7-8b50dacb050e,Minima Processor,minimaprocessor.com,operating,1/1/16,"Energy,Semiconductor","Energy,Hardware,Science and Engineering",FIN,Oulu,Minima Processors technology enables energy efficiency improvement of up to 20x in digital processors compared to legacy solutions.
ed0427b9-8155-841d-95d3-c18ff7f288e8,Zadaa,zadaa.co,operating,4/26/15,"Apps,E-Commerce,E-Commerce Platforms,Fashion,Marketplace,Mobile","Apps,Clothing and Apparel,Commerce and Shopping,Design,Internet Services,Mobile,Software",FIN,Helsinki,Zadaa is the world’s first marketplace to make selling and buying secondhand as simple as in an online store.
cd270f48-8fef-48cf-bbf8-95383335f0f0,Aibidia,aibidia.com,operating,1/1/14,"Analytics,Information Technology","Data and Analytics,Information Technology",FIN,Helsinki,Amplify transfer pricing with analytics and automation - gain 100% control over your global and local transfer pricing processes
ff31986a-8920-4881-bf3c-8045f847d9be,Superplus Games,superplusgames.com,operating,2/1/15,Gaming,Gaming,FIN,Helsinki,We make casual multiplayer games for mobile.
3f8bdcf8-0d0e-80e7-f452-cdc1c721a44b,Singa,singa.com,operating,1/1/13,"Digital Entertainment,Mobile,Music,Music Streaming,Music Venues","Internet Services,Media and Entertainment,Mobile,Music and Audio",FIN,Helsinki,Singa is the Spotify of karaoke for personal and commercial use.
2018a8bd-478c-4078-a12d-b0282a727d14,Nukute,nukute.com,operating,1/1/15,"Health Care,Medical Device,Wearables,Wellness","Consumer Electronics,Hardware,Health Care",FIN,Oulu,"Nukute designs, patents, and markets medical devices and services related to sleeping disorders."
2b643223-73ce-25ef-a4d0-410d627d6fb4,Lyfta,lyfta.com,operating,1/1/16,"Augmented Reality,Digital Media,EdTech,Education,Virtual Reality","Education,Hardware,Media and Entertainment,Software",FIN,Helsinki,"Lyfta is a platform where teachers can find beautiful, engaging, and immersive content to capture the hearts and minds of their students."
740088d9-b89b-cc9c-4455-4d71307cd67e,Transfluent,transfluent.com,operating,1/1/11,"Crowdsourcing,Local","Other,Sales and Marketing",FIN,Helsinki,Transfluent is a human-powered translation platform providing language conversion services to social media feeds and websites.
95ab1ed6-0d7a-06b3-1742-13c760b4c4e7,Vainu,vainu.com,operating,7/1/13,"Analytics,Big Data,Business Intelligence,Data Integration,Database,Lead Generation,Predictive Analytics,Sales,Sales Automation","Artificial Intelligence,Data and Analytics,Information Technology,Sales and Marketing,Software",FIN,Helsinki,"Sales intelligence, prospecting and account insights platform with a database of +108 million companies enriched with open data."
f307329b-47d4-1529-b38d-7c527acc71af,BioMensio,biomensio.com,operating,1/1/15,"Biotechnology,Health Care,Life Science","Biotechnology,Health Care,Science and Engineering",FIN,Tampere,Biomensio is revolutionizing analytics through its Diagnostics-as-a-Service Platform.
ea7ad8cd-cba5-41f9-b964-6f57595462fa,Parking Energy,parkingenergy.com,operating,1/1/14,"Automotive,Electric Vehicle,Parking",Transportation,FIN,Helsinki,Parking Energy provides an electric car charging system for real estate properties.
adb196bf-2653-f800-58a3-13b73e6c9d6d,Forciot,forciot.com,operating,12/1/15,"CleanTech,Health Care","Health Care,Sustainability",FIN,Tampere,Forciot provides high-quality sensor-based IOT solutions and provide related integration services.
20058104-ed1c-db20-2765-d6baedda8844,Lightneer,lightneer.com,operating,9/11/15,"Casual Games,Digital Entertainment,Gaming,Mobile Apps,Video Games","Apps,Gaming,Media and Entertainment,Mobile,Software",FIN,Helsinki,"Mobile game studio based in Helsinki, Finland. We make games for the way people play today!"
543b1f57-874a-10ca-72de-139f7764078a,AppFollow,appfollow.io,operating,1/1/15,"Analytics,Android,iOS,Mobile,Mobile Apps,SaaS","Apps,Data and Analytics,Mobile,Platforms,Software",FIN,Helsinki,AppFollow is a B2B SaaS company offering a one-stop platform to help drive mobile app growth and increase customer loyalty.
2862a5fd-cf17-4947-852d-cb66e5020253,MyLight Systems,mylight-systems.com,operating,1/1/14,"Environmental Consulting,Renewable Energy,Solar","Energy,Natural Resources,Professional Services,Sustainability",FRA,Saint Priest,MyLight Systems is develops innovative energy management solution designed to allow homeowners produce &consume their own solar electricity.
7c12987b-e229-4555-963a-e727ee0b5a2a,Sunbooster,sunbooster.fr,operating,1/1/10,"Energy,Professional Services,Renewable Energy,Solar","Energy,Natural Resources,Other,Sustainability",FRA,Bordeaux,"Sunbooster provides design, installation, consulting, engineering, maintenance and services related to solar energy products."
806123fb-f34d-4846-bcc2-ac8ae453e623,Comptoir de Campagne,comptoirdecampagne.fr,operating,1/1/15,Retail,Commerce and Shopping,FRA,Lyon,"Comptoir de Campagne designs a new model of multi-services shops, physical and online."
90e5b725-4be9-ff66-302a-34338be1340b,Tilkee,tilkee.com,operating,1/1/13,"Business Intelligence,CRM,Internet,SaaS,Software","Data and Analytics,Information Technology,Internet Services,Sales and Marketing,Software",FRA,Lyon,Tilkee is a cloud based app that increases sales team's closing rate and optimizes prospects follow-up by tracking business proposals.
96aff6a0-c1e1-416f-a2bc-f9b44e19de47,Ecodrop,ecodrop.net,operating,1/1/16,"Real Estate,Software","Real Estate,Software",FRA,Paris,Ecodrop is the solution for construction waste
e07412ef-fee5-4762-74f7-e003fcbd0fcf,Nexdot,nexdot.fr,operating,1/1/16,"Biotechnology,Developer Platform,Electronics,Energy,Hardware,Manufacturing,Renewable Energy,Semiconductor","Biotechnology,Consumer Electronics,Energy,Hardware,Manufacturing,Science and Engineering,Software,Sustainability",FRA,Romainville,Nexdot is the first company worldwide to develop a new generation of Quantum Dots: the Nanoplatelets.
ec9e1ab6-c1fc-4080-a7d7-c80f7c626d4f,Klaxit,klaxit.com,operating,1/1/12,"Car Sharing,Enterprise Software,Mobile Apps","Apps,Mobile,Software,Transportation",FRA,Paris,Klaxit is a French startup that offers carpooling services to all pass holders in 9 cities in France.
3df07498-721e-45da-b06e-dbeabc26af0f,Demand Side Instruments,dsinstruments.fr,operating,1/1/13,"Agriculture,AgTech,Energy,Information Technology,Renewable Energy,Wireless","Agriculture and Farming,Energy,Hardware,Information Technology,Mobile,Sustainability",FRA,Caen,"Demand Side Instruments, they are aware of the finiteness of natural resources around the world."
732e9982-d44d-ca8f-6052-1dccfdfbf72c,Wing,wing.eu,operating,9/1/15,"E-Commerce,Logistics,Trading Platform,Transportation","Commerce and Shopping,Financial Services,Lending and Investments,Transportation",FRA,Paris,Ship from store and shipping solutions for retailers and ecommerce
8d0630ab-e05d-4c5f-af82-2a17d595fbda,CetteFamille,cettefamille.com,operating,9/1/15,"Elder Care,Elderly,Professional Networking,Retirement","Community and Lifestyle,Health Care,Other,Professional Services",FRA,Argentan,CetteFamille is an economical and tailor-made alternative to the retirement home in France.
cf64a34a-4b94-8336-3aec-797836e67adb,PEP-Therapy,pep-therapy.com,operating,1/2/14,"Biotechnology,Medical,Therapeutics","Biotechnology,Health Care,Science and Engineering",FRA,Évry,Innovative peptides as targeted therapies for oncology
6508c1da-d88d-b101-d9e1-5b23ae891f68,InFlectis BioScience,inflectis-bioscience.com,closed,1/1/13,"Biopharma,Biotechnology,Health Care,Medical,Pharmaceutical","Biotechnology,Health Care,Science and Engineering",FRA,Nantes,InFlectis BioScience is a private drug discovery company aiming at targeting.
05af0af5-e478-78da-b6d6-5a26465a941f,MOVE ‘N SEE,movensee.com,operating,1/1/11,Robotics,"Hardware,Science and Engineering,Software",FRA,Plouzané,Your Personal Robot Cameraman for INDOOR and OUTDOOR shooting.
89359c54-0f81-4dd6-bf22-78506634fe88,My Retail Box,my-retail-box.com,operating,1/1/13,Marketing,Sales and Marketing,FRA,Franceau,My Retail Box is a leading operator of bulk sales in Europe offering supermarkets installations allowing customers to shop in bulk.
9473bf8f-c31f-1374-9987-0137bdabd942,Cycloid,cycloid.io,operating,1/1/15,"Information Technology,Software","Information Technology,Software",FRA,Saint-ouen,Cycloid is the hybrid-cloud DevOps collaboration platform that provides simple end-to-end frameworks for automation and scale.
11c6b395-bd90-43a2-9f7f-96b2d86661ee,Checkmyguest,checkmyguest.fr,operating,1/1/16,"Real Estate,Rental","Commerce and Shopping,Real Estate",FRA,Paris,Checkmyguest is a Start-up specialized in rental management of apartments dedicated to short-term rentals
07aa358a-7d80-f3ba-a2fd-ba835cac52c9,Augment,augment.com,operating,10/1/11,"3D Technology,Augmented Reality,E-Commerce,Mobile,Software,Virtual Reality","Commerce and Shopping,Hardware,Mobile,Software",FRA,Paris,Augment is an augmented reality platform that allows users to visualize 3D models in real time and the real environment at scale.
5441df42-e0b8-4d15-ace8-4345ac5961f3,Medaviz,medaviz.com,operating,1/1/14,"Fitness,Health Care,Wellness","Health Care,Sports",FRA,Paris,Medaviz is an online platform that provides medical advice to bring patients and doctors into immediate contact.
375d611a-50d3-4553-9abe-2565c3d2482d,Scibids Technology,scibids.com,operating,1/1/16,"Advertising,Artificial Intelligence,Marketing","Advertising,Artificial Intelligence,Data and Analytics,Sales and Marketing,Science and Engineering,Software",FRA,Paris,"Scibids assess the real value of each impressions and bids accordingly, leading to tremendous performance uplifts."
37d812a1-c596-4a98-94f7-2269f653c0fc,Lavoir Moderne,lavoirmoderne.com,operating,1/1/12,"Consumer Lending,Laundry and Dry-cleaning","Clothing and Apparel,Financial Services,Lending and Investments",FRA,Paris,Lavoir Moderne is a provider of laundry delivery services intended to create an industrial model to replace the chore of linen.
0c1e0cae-f263-33ed-6d0a-4c6e1fcf5706,QUARKS LAB,quarkslab.com,operating,1/1/11,"Information Technology,Security,Software","Information Technology,Privacy and Security,Software",FRA,Paris,QUARKSLAB is a research company that offers solutions to complex security problems.
3351d88f-e8ed-41e5-ae09-68d613db8834,Vendredi,vendredi.cc,operating,7/1/15,Human Resources,Administrative Services,FRA,Paris,Vendredi is a civic engagement platform that simplifies the management of all the solidarity actions of a company
d292c0ed-89f6-840c-2767-4d2da9b7d385,Cintoo,cintoo.com,operating,7/1/13,"Information Technology,Software","Information Technology,Software",FRA,Sophia Antipolis,Cintoo develops technologies and solutions for managing and leveraging the 3D data coming from Reality Capture devices in the cloud.
b7286035-1346-4f88-be92-d6f439a941bf,DualSun,dualsun.fr,operating,1/1/10,"Energy,Renewable Energy,Solar","Energy,Natural Resources,Sustainability",FRA,Marseille,DualSun is provides both electricity (photovoltaic) and hot (thermal) water for homes and buildings.
dff84710-5629-4fc2-56d0-5d0000af665d,Deepomatic,deepomatic.com,operating,7/16/14,"Artificial Intelligence,Computer Vision,Image Recognition","Artificial Intelligence,Data and Analytics,Hardware,Science and Engineering,Software",FRA,Paris,Deepomatic is a Visual Automation Platform empowering organizations with applications that see and understand the physical world as we do
2290a2e7-40c0-af1e-fb85-c9208716e179,Gens de Confiance,gensdeconfiance.com,operating,11/9/15,"Classifieds,Communities,Private Social Networking","Commerce and Shopping,Community and Lifestyle",FRA,Nantes,GensDeConfiance is a secure classified posts board for trustworthy people (recommended by at least three other members of the community).
edf8dfca-6637-6896-c295-c03db50c76c5,Swapcard,swapcard.com,operating,1/1/13,"Apps,Artificial Intelligence,Enterprise Software,Event Management,Information Technology","Apps,Artificial Intelligence,Data and Analytics,Events,Information Technology,Media and Entertainment,Science and Engineering,Software",FRA,Paris,"The Leading All-in-one Virtual & Hybrid event platform, powered by AI. Run Events Without Borders."
9019ffa2-b1e5-4fd9-bf6c-ac07d471c9a5,Hiflow,hiflow.com,operating,1/1/12,,,FRA,Paris,Hiflow is a car rental platform
242e644a-1723-5019-5e0c-ae38ea932302,Terabee,terabee.com,operating,1/1/12,"Drones,Environmental Consulting,Manufacturing,Robotics","Consumer Electronics,Consumer Goods,Hardware,Manufacturing,Professional Services,Science and Engineering,Software",FRA,Saint-genis-pouilly,"Terabee brings new ideas and solutions to complex robotics, automation, monitoring, and IoT challenges."
c4c7d97a-9740-cb38-7002-21328b840f03,CERBAIR,cerbair.com,operating,1/1/15,"Aerospace,Homeland Security,Public Safety","Government and Military,Privacy and Security,Science and Engineering",FRA,Montrouge,CERBAIR develops a real-time anti-drone platform airspace surveillance technology against rogue drones.
c7ca0f73-c952-4500-9305-051f78c9d198,CapCar,capcar.fr,operating,1/1/15,"Automotive,Autonomous Vehicles,Car Sharing,E-Commerce,Logistics,Recreational Vehicles","Commerce and Shopping,Transportation",FRA,Paris,CapCar is the first actor of the used vehicle to offer individuals cars and services of quality.
60e9e414-e2c3-0bb8-ded1-9e3a68000aaf,Gemmyo,gemmyo.com,operating,6/1/11,"Fashion,Jewelry","Clothing and Apparel,Consumer Goods,Design",FRA,Paris,Gemmyo is the French jewelery brand to be built via digital.
a6bb04bc-9f04-831e-b49f-a7954de37b67,Uavia,uavia.eu,operating,5/21/15,"Artificial Intelligence,Cloud Computing,Drone Management,Drones,Enterprise Software,Operating Systems,Software","Artificial Intelligence,Consumer Electronics,Consumer Goods,Data and Analytics,Hardware,Internet Services,Platforms,Science and Engineering,Software",FRA,Vitry-sur-seine,Uavia enables industries to connect autonomous drones and robots to the cloud and deploy mobile robots at scale in a smart and secure way.
73701dec-1cf1-47da-744c-9f5a20dd13b2,YouScribe,youscribe.com,operating,1/1/10,"Communities,E-Commerce,Sharing Economy","Commerce and Shopping,Community and Lifestyle,Other",FRA,Paris,YouScribe is a community platform for sharing and selling digital publications in France.
0c9bfb8e-74b0-83d7-07a3-3e8767bea835,Keen Eye Technologies,keeneye.ai,operating,1/1/15,"Artificial Intelligence,Biotechnology,Health Care,Machine Learning,Medical Device","Artificial Intelligence,Biotechnology,Data and Analytics,Health Care,Science and Engineering,Software",FRA,Paris,Keen Eye Technologies is a health tech company.
