org_uuid,org_name,domain,status,founded_on,category_list,category_groups_list,country_code,city,short_description
a5befe2d-aa53-bc5e-fe78-0e86faa6b0f9,Endeavor Energy,endeavor-energy.com,acquired,1/1/13,"Biomass Energy,Energy,Oil and Gas","Energy,Natural Resources,Sustainability",USA,Houston,Endeavor Energy is an independent power project company developing and investing in power generation facilities.
2c4c8e1d-7a49-4afe-aa50-6595474e593d,Energy Vault,energyvault.com,ipo,1/1/17,"Energy,Energy Management,Energy Storage,Renewable Energy","Energy,Sustainability",CHE,Lugano,"Energy Vault offers a utility-scale, gravity-based storage solution for renewable energy."
f0744a20-8857-48e2-a1ff-37340c36a712,Enflame,enflame-tech.com,operating,3/1/18,"Artificial Intelligence,Machine Learning,Semiconductor,Software","Artificial Intelligence,Data and Analytics,Hardware,Science and Engineering,Software",CHN,Shanghai,Enflame is an artificial intelligence start-up developing cloud-based deep learning chips for AI training platforms.
d613302e-b9b6-461b-99f3-999a44fd48a6,Enhance Health,enhancehealth.com,operating,1/1/21,Insurance,Financial Services,USA,Coral Springs,Enhance Health is a senior-focused digital insurance agency.
682c2acd-fc98-4ec5-b1e3-ba5d9652c2b1,Enpal,enpal.de,operating,2/1/17,"Energy,Environmental Consulting,Renewable Energy,Solar","Energy,Natural Resources,Professional Services,Sustainability",DEU,Berlin,Enpal is a photovoltaics leasing firm that provides solar power systems for homeowners with no money upfront.
c06ada5b-0290-4f56-898c-961421016f7d,Entrada Therapeutics,entradatx.com,ipo,1/1/16,"Biotechnology,Emergency Medicine,Genetics,Health Care,Medical","Biotechnology,Health Care,Science and Engineering",USA,Boston,Entrada Therapeutics is a developer of novel therapeutics intended to treat devastating diseases.
da761bfc-adb7-e9b1-b90d-52d436c96e75,Entrepreneur First,joinef.com,operating,9/1/11,"Finance,Financial Services,FinTech,Venture Capital","Financial Services,Lending and Investments",GBR,London,Entrepreneur First brings ambitious founders together to build globally important technology companies.
5c8e06fb-c5fd-cb0a-a251-d608431c072b,Envoy,envoy.com,operating,2/1/13,"Facility Management,Human Resources,Office Administration,Software","Administrative Services,Real Estate,Software",USA,San Francisco,Envoy is transforming modern workplaces with innovations that make office life and work more meaningful.
968f0e5b-58b5-1d94-e7a5-cd28fb940573,Epic,getepic.com,acquired,1/1/13,"EBooks,Education,Media and Entertainment,Publishing,Subscription Service","Content and Publishing,Education,Media and Entertainment,Other",USA,Redwood City,"Epic is an internet company that specializes in books, eBooks learning, and educational technology."
7f811a1a-1fbc-488e-97e3-750b25fcb42f,Epirus,epirusinc.com,operating,1/1/18,"Aerospace,Machinery Manufacturing,Software","Manufacturing,Science and Engineering,Software",USA,Hawthorne,Epirus builds directed energy and power management systems to solve some of the world’s most complex problems.
0766f0ef-9dd7-40c5-b55c-810ec1e02ba3,Epsagon,epsagon.com,acquired,1/1/18,"Analytics,Cloud Infrastructure,Information Technology,SaaS,Software","Data and Analytics,Hardware,Information Technology,Internet Services,Software",USA,New York,"Epsagon is a privately held, modern observability company with offices in New York and Tel Aviv."
7bfbea8e-530e-4d62-975e-92ccfd564d83,EQRx,eqrx.com,ipo,1/1/19,"Biotechnology,Health Care,Medical,Pharmaceutical","Biotechnology,Health Care,Science and Engineering",USA,Cambridge,EQRx is a biotechnology company that focuses on re-engineering the process of drug discovery to make them affordable.
c02752b6-9c39-360e-c9a1-f0ed16065049,EquipmentShare,equipmentshare.com,operating,1/1/14,"Construction,Fleet Management,Rental,SaaS,Service Industry,Software","Commerce and Shopping,Other,Real Estate,Software,Transportation",USA,Columbia,EquipmentShare is an equipment and digital solutions provider serving the construction industry to help contractors accelerate productivity.
3074db4c-b43a-922c-c027-800e3a149a5c,Eruditus Executive Education,eruditus.com,operating,1/1/10,"Continuing Education,EdTech,Education,Skill Assessment","Education,Software",IND,Mumbai,Eruditus provides global access to executive education programs.
129e696c-834d-bd55-2de3-e3082851e8c5,ESR,esr.com,ipo,1/1/16,"Logistics,Real Estate,Real Estate Investment,Warehousing","Financial Services,Real Estate,Transportation",HKG,Central,ESR is a pan-Asia logistics real estate developer and operator.
bd558c96-e6e9-12d6-3b74-77e1a55ebf09,Ethos,ethoslife.com,operating,1/1/16,"Finance,Financial Services,FinTech,Insurance,InsurTech,Life Insurance",Financial Services,USA,San Francisco,Ethos Life is a modern insurance company that provides ethical life insurance.
d859ac21-6c39-49ae-b5b4-1ac51bc2ae53,Ethos Veterinary Health,ethosvet.com,acquired,1/1/15,"Health Care,Medical,Veterinary",Health Care,USA,Denver,Ethos is a veterinary health company with hospitals that provide advanced veterinary medical services.
cd233e49-7a12-4f3f-8b00-090c002d5308,EverCommerce,evercommerce.com,ipo,1/1/17,"Digital Media,Financial Services,Software","Financial Services,Media and Entertainment,Software",USA,Denver,EverCommerce is a portfolio company born from the leadership team of renowned private equity firms and Fortune 500 enterprises.
2dbda2b0-90d9-aff9-4b8a-2e003dcde415,Everlane,everlane.com,operating,1/1/10,"E-Commerce,Fashion,Manufacturing,Retail","Clothing and Apparel,Commerce and Shopping,Design,Manufacturing",USA,San Francisco,"Everlane designs, manufactures, and sells clothing items for men and women via online e-commerce website."
1e7e98f7-5875-0908-78fc-cbd6a65c1d4b,Everlaw,everlaw.com,operating,10/28/10,"Cloud Computing,Document Management,Legal,Legal Tech","Information Technology,Internet Services,Professional Services,Software",USA,Oakland,"Everlaw offers a platform for document analysis to law firms, government, and corporations."
7cf05910-1a9e-9673-d1db-4fb016aa6911,EverlyWell,everlywell.com,operating,8/1/15,"Health Care,Medical Device,mHealth,Mobile Apps","Apps,Health Care,Mobile,Software",USA,Austin,"EverlyWell is a digital health company that offers consumer testing, virtual care, at-home collection tests, and digital results."
7a60054d-56ad-b130-3a5a-f7ccfcab30eb,Everphone,everphone.com,operating,1/1/16,"B2B,Electronics,Information Technology,Mobile Devices,Rental","Commerce and Shopping,Consumer Electronics,Hardware,Information Technology,Mobile,Other",DEU,Berlin,Everphone is the device-as-a-service B2B pioneer for mobiles devices.
3d66d5c1-7b92-b639-6a93-026279d59ed1,Evidation Health,evidation.com,operating,1/1/12,"Analytics,Big Data,Health Care,Medical,Mobile Apps,Software","Apps,Data and Analytics,Health Care,Mobile,Software",USA,San Mateo,We enable and empower everyone to participate in better health outcomes.
f5bf0099-3f12-4c9e-a392-027ab44937d7,Evisort,evisort.com,operating,1/1/16,"Analytics,Artificial Intelligence,Document Management,Legal Tech,Machine Learning,Software","Artificial Intelligence,Data and Analytics,Information Technology,Professional Services,Science and Engineering,Software",USA,San Mateo,Evisort is an AI-powered contract management platform that provides visibility into any document.
fb6a969d-e66d-9c7a-7d7e-0746e3f01aa8,Evolent Health,evolenthealth.com,ipo,1/1/11,"Health Care,Hospital,Risk Management","Health Care,Professional Services",USA,Arlington,"Evolent Health, a population health MSO, integrates their resources to support health systems in executing their transformation objectives."
f1bc3568-27a8-d1b4-6e6e-588c1a894cb3,Evolv Technology,evolvtechnology.com,ipo,1/1/13,"Artificial Intelligence,Intrusion Detection,Machine Learning,Physical Security","Administrative Services,Artificial Intelligence,Data and Analytics,Information Technology,Privacy and Security,Science and Engineering,Software",USA,Waltham,"Evolv Technology, an AI-enabled touchless security screening system that uses digital sensors and artificial intelligence to detect threats."
bfe16cfc-b1a7-f736-67e7-57a86b4481fc,Evolve,evolve.com,operating,1/1/11,"Hospitality,Tourism,Travel,Vacation Rental","Real Estate,Travel and Tourism",USA,Denver,Evolve offers rental services for vacation with modern approach to hospitality and property.
431ba29f-ea80-468f-a498-100720f2934a,Evolved By Nature,evolvedbynature.com,operating,1/1/13,"Biotechnology,Chemical,Product Research,Sustainability","Biotechnology,Data and Analytics,Design,Science and Engineering,Sustainability",USA,Medford,Evolved By Nature is a biotech company that focuses on creating Activated Silk technology.
13e222f1-e06a-8caa-438b-8a70e4218dc8,Evoqua Water Technologies,evoqua.com,acquired,1/1/13,"Environmental Engineering,Waste Management,Water","Natural Resources,Science and Engineering,Sustainability",USA,Warrendale,"Evoqua Water Technologies provides products, solutions, and services to ensure water quality and consistency."
37ff1a67-8508-9955-dabc-caab91456ddc,Evox Therapeutics,evoxtherapeutics.com,operating,1/1/16,"Biotechnology,Health Care,Pharmaceutical","Biotechnology,Health Care,Science and Engineering",GBR,Oxford,Evox Therapeutics is a biotechnology company that harnesses and engineer the natural trafficking capabilities of extracellular vesicles.
343d1d34-2354-9d89-0864-854070edd816,Exabeam,exabeam.com,operating,1/1/13,"Analytics,Big Data,Cloud Security,Cyber Security","Data and Analytics,Information Technology,Privacy and Security",USA,Foster City,Exabeam is a cybersecurity company that provides a cloud platform designed to simplify security operations.
2e4b8a24-eeea-8ded-14b5-3392279a787d,Exelis,exelisinc.com,acquired,1/1/11,"Enterprise Software,Information Services,Information Technology","Information Technology,Software",USA,Mclean,"Exelis provides mission-critical systems and specialized solutions in areas such as warfare, surveillance, air traffic and IT security."
a48d36b9-e738-40d8-8d9e-fbc50e445648,Exo,exo.inc,operating,1/1/15,"Health Care,Medical,Medical Device",Health Care,USA,Redwood City,Exo is a medical device startup which develops handheld ultrasound devices and AI for imaging and therapeutic applications.
492f4eaf-f15b-766b-2047-0ce8b3aed27b,Expanse,expanse.co,acquired,5/1/12,"Cyber Security,Information Technology,Security,Software","Information Technology,Privacy and Security,Software",USA,San Francisco,Expanse is an enterprise software company that provides an updated view of all internet-connected assets that belong to an organization.
05d37991-ec7d-c936-2694-630fda083232,Expel,expel.io,operating,5/5/16,"Cloud Security,Cyber Security,Network Security,SaaS","Information Technology,Privacy and Security,Software",USA,Herndon,"Expel is a security operations provider that offers managed detection and response, remediation, phishing support, and threat hunting."
89221524-4f86-48e5-993e-9d267fe38788,Extend,extend.com,operating,2/1/19,"E-Commerce,InsurTech,Retail","Commerce and Shopping,Financial Services",USA,San Francisco,Extend provides extended warranties as a service to merchants and innovates the broken customer experience associated with them.
52718cad-d7ab-6b35-7785-79b0c35d9d12,ezbob,ezbob.com,operating,11/1/11,"Finance,Financial Services,FinTech,Lending,Software","Financial Services,Software",GBR,London,ezbob is a UK based software provider for banks and other financial institutions.
facb1566-5a90-4913-9e09-9ee460f9f3b1,F45 Training,f45training.com,acquired,1/1/12,Fitness,Sports,AUS,Paddington,F45 Training is the world’s fastest growing fitness network.
962851db-319c-a10d-34bc-e9e1c96ce209,FabFitFun,fabfitfun.com,operating,1/1/10,"E-Commerce,Fashion,Subscription Service,Wellness","Clothing and Apparel,Commerce and Shopping,Design,Health Care,Other",USA,Los Angeles,FabFitFun offers subscription services that allow its members to discover brands and products.
30e53293-a89f-8384-1f13-ad3475b06b3c,Fabric,getfabric.com,operating,1/1/15,"E-Commerce,Logistics,Retail,Robotics,Supply Chain Management","Commerce and Shopping,Hardware,Science and Engineering,Software,Transportation",USA,New York,Fabric enables retailers to offer same-day delivery at profitable unit economics with a network of micro-fulfillment centers.
4d4bacd0-b9ba-40cc-b0be-591f623e3ad9,fabric,fabric.inc,operating,1/1/16,"B2B,B2C,E-Commerce,E-Commerce Platforms,SaaS","Commerce and Shopping,Internet Services,Other,Software",USA,Seattle,Fabric offers a headless eCommerce platform that enables companies to grow their online presence via its API-driven modular system.
65d62fca-065d-4ebc-24b1-f890588f1952,FaceIT,faceit.com,acquired,1/1/11,"Gaming,Internet,Video","Gaming,Internet Services,Media and Entertainment,Video",GBR,London,FaceIT is the gaming platform for professional competitions within online multiplayer video games.
6c887855-e510-4379-b2b0-ade558b86d6c,Facet Wealth,facetwealth.com,operating,1/1/16,"Finance,Financial Services,Wealth Management",Financial Services,USA,Baltimore,Facet Wealth is a provider of financial and wealth management services used to simplify the financial planning process.
21089da5-bc4a-4de7-a9c2-dfec0184df3f,Facily,faci.ly,operating,1/1/18,"Consumer,E-Commerce,Marketplace,Social Shopping","Commerce and Shopping,Other",BRA,São Paulo,Facily is a social commerce marketplace that focuses on low-ticket items.
a377651d-de90-c9dc-97ba-c90212ecec41,Factorial,factorialhr.com,operating,1/1/16,"B2B,Human Resources,Productivity Tools,Software","Administrative Services,Other,Software",ESP,Barcelona,Factorial is a human resources company offering solutions that automate human resource processes.
1ac800b7-a95b-4caa-90a0-625626fa3e93,Factorial Energy,factorialenergy.com,operating,1/1/21,"Battery,Electric Vehicle,Renewable Energy","Energy,Sustainability,Transportation",USA,Woburn,"Factorial Energy focuses on sustainable future with safe, high performance batteries for EVs, homes, and critical applications."
955b17a7-17dc-47ac-bb5e-6eb77389529c,Fair Square Financial,ollocard.com,acquired,1/1/16,"Credit Cards,Finance,Financial Services,FinTech","Financial Services,Lending and Investments,Payments",USA,Wilmington,Fair Square Financial is a digital credit card company that focuses on credit card services for credit risk targeting and improvement.
d615ab1e-4e4e-d62a-cbfe-0942f7eca9d0,Faire,faire.com,operating,1/1/17,"E-Commerce,Marketplace,Retail,Retail Technology,Wholesale","Commerce and Shopping,Hardware,Software",USA,San Francisco,Faire is a company that helps retailers find and buy wholesale merchandise for their stores.
76c974e7-1035-42c1-9d04-65af8b5d7f9e,FalconX,falconx.io,operating,5/1/18,"Cryptocurrency,Financial Exchanges,FinTech,Trading Platform","Financial Services,Lending and Investments,Payments,Software",USA,San Mateo,"FalconX is a blockchain, cryptocurrency, and fintech company focused on cryptocurrency brokerage and digital asset trading platforms."
68b2b40c-4ec5-cae2-adc1-414ed2124251,FangDD,fangdd.com,ipo,1/1/11,"Internet,Real Estate,Residential","Internet Services,Real Estate",CHN,Shenzhen,FangDD is the an O2O real estate platform in China.
e48e5cb0-20cc-19ba-ca57-51071e4aa50e,Faraday Future,ff.com,ipo,5/1/14,"Automotive,Electric Vehicle,Electronic Design Automation (EDA),Information Technology","Hardware,Information Technology,Software,Transportation",USA,Gardena,"Faraday Future integrates new energy, AI, Internet, and sharing models to empower everyone to move, connect, breathe and live freely."
b742716c-db1d-00a9-0cb9-c2556cb0e718,FarEye,getfareye.com,operating,1/1/13,"Artificial Intelligence,Delivery,Enterprise Software,Last Mile Transportation,Logistics,Supply Chain Management","Administrative Services,Artificial Intelligence,Data and Analytics,Science and Engineering,Software,Transportation",USA,Chicago,"FarEye is a low-code, Intelligent Delivery Management Platform designed for a better delivery experience for everyone."
29d9af64-a4d9-b783-546a-34a6eedf0982,Farmers Business Network,fbn.com,operating,1/1/14,"Agriculture,AgTech,Big Data,E-Commerce,Farming,Sustainability","Agriculture and Farming,Commerce and Shopping,Data and Analytics,Sustainability",USA,San Carlos,FBN is an AgTech and commerce platform that helps its members make confident decisions to ensure the economic viability of their farms.
7a6e6c1c-efaf-415f-9ec8-ea592d259e25,Fast Radius,fastradius.com,ipo,1/1/17,"3D Printing,Information Technology,Manufacturing,Software","Information Technology,Manufacturing,Software",USA,Chicago,"Fast Radius, Inc. is a leading cloud manufacturing and digital supply chain company."
1130b199-e58d-c9b5-1a60-36281db3f590,Federated Wireless,federatedwireless.com,operating,1/1/12,"Cloud Computing,Infrastructure,Wireless","Hardware,Internet Services,Mobile,Other,Software",USA,Arlington,Federated Wireless develops a spectrum controller for wireless networks and communication intended to revolutionize the wireless industry.
7c97f9d7-dcd2-436a-bbd8-394d5dfcc663,Fervo Energy,fervoenergy.com,operating,1/1/17,"Clean Energy,Energy,Environmental Engineering,Renewable Energy","Energy,Science and Engineering,Sustainability",USA,Houston,Fervo Energy is a developer of proprietary clean energy technology to generate power from enhanced geothermal systems.
a1102c6c-1bc4-b6aa-c5f2-6c34bd4b2370,Fetch,fetchrewards.com,operating,1/1/13,"E-Commerce,Loyalty Programs,Mobile Apps,Shopping","Apps,Commerce and Shopping,Mobile,Sales and Marketing,Software",USA,Madison,Fetch is a mobile shopping platform that enables users to earn and redeem rewards.
b6398ce5-d3d5-6c7c-a579-443fb523098c,Fever,feverup.com,operating,1/1/14,"Marketplace,Media and Entertainment,Ticketing","Commerce and Shopping,Events,Media and Entertainment",USA,New York,The leading live-entertainment discovery platform
2843f6f6-6281-378d-72c6-4844ebe9f558,Fictiv,fictiv.com,operating,1/1/13,"3D Printing,Hardware,Manufacturing,Mechanical Engineering","Hardware,Manufacturing,Science and Engineering",USA,San Francisco,Fictiv is a Digital Manufacturing Ecosystem that delivers precision parts on-demand through its digital platform and global partner network.
fecdc239-2d5b-8552-fb0e-a6a874e95678,Figma,figma.com,acquired,10/1/12,"Collaboration,Developer Tools,Product Design,Software","Design,Other,Software",USA,San Francisco,Figma is a design platform for teams who build products together.
ba46fc32-00f4-465f-db72-15fd2dfd0193,FIGS,wearfigs.com,ipo,2/1/13,"Consumer Goods,Fashion,Health Care,Retail","Clothing and Apparel,Commerce and Shopping,Consumer Goods,Design,Health Care",USA,Los Angeles,"FIGS is a health care apparel company focusing on the design, technical fabrications, and the comfort of scrubs for healthcare providers."
8e0f6c65-a16d-4ac0-8c0b-7c11c8d666e9,Figure,figure.com,operating,1/1/18,"Blockchain,Finance,Financial Services,FinTech","Financial Services,Other",USA,San Francisco,Figure is a financial services company leveraging blockchain technology.
c3238dfc-293f-45c0-abb7-5baaa3c00c0f,Filevine,filevine.com,operating,1/1/14,"Apps,Document Management,Legal Tech,Project Management,SaaS,Software","Administrative Services,Apps,Information Technology,Other,Professional Services,Software",USA,Salt Lake City,Filevine offers a cloud-native case management software to help firms be more efficient.
49d12855-3b20-6d66-7976-955424910e02,FinAccel,finaccel.co,operating,1/1/15,"Consumer Lending,Finance,Financial Services,FinTech","Financial Services,Lending and Investments",IDN,Jakarta,FinAccel is a credit risk and consumer lending platform for credit scoring automation and provision of credits.
e00c8d75-3190-472f-9e17-69561ea7ac91,Finch Therapeutics,finchtherapeutics.com,ipo,1/1/17,"Biotechnology,Clinical Trials,Machine Learning,Therapeutics","Artificial Intelligence,Biotechnology,Data and Analytics,Health Care,Science and Engineering,Software",USA,Somerville,Finch Therapeutics is a microbiome development company that serve patients with serious unmet medical needs.
9107ea9f-e0eb-42a3-99f0-e72e3687b149,FINN,finn.auto,operating,5/15/19,"Automotive,Car Sharing,Leasing","Financial Services,Transportation",DEU,Munich,FINN offers monthly car-subscriptions to create a sustainable method for mobility.
9ad6b946-2d95-ae63-7b4d-d5ae1815995f,Finxact,finxact.com,acquired,1/1/16,"Banking,Financial Services,FinTech,Payments,Software","Financial Services,Lending and Investments,Payments,Software",USA,Jacksonville,Finxact is a core-as-a-service platform that provides payments and financial services technology for banks and credit unions.
3ef1b4f3-3a4d-4f38-a6d9-7da83bc78edf,Fireblocks,fireblocks.com,operating,1/1/18,"Blockchain,Cryptocurrency,Cyber Security","Financial Services,Information Technology,Other,Payments,Privacy and Security,Software",USA,New York,"Fireblocks is a blockchain security service provider for moving, storing, and issuing digital assets."
c83a7fe3-70f3-4bfd-bc72-cde5cdb15156,Firebolt,firebolt.io,operating,1/1/19,"Analytics,Big Data,Cloud Data Services,SaaS,Warehousing","Data and Analytics,Information Technology,Internet Services,Software,Transportation",ISR,Tel Aviv,Firebolt is a cloud data warehousing platform that allows users to streamline their analytics and access to insights.
687c4f62-a357-4eec-aa3f-c96594282461,Firework,firework.com,operating,1/1/17,"Internet,Software","Internet Services,Software",USA,San Mateo,Firework is the global leader in bringing next generation customer experience to the open web
bbde881e-83f8-5271-63aa-72607590bde9,FirstCry,firstcry.com,operating,1/1/10,"E-Commerce,Shopping",Commerce and Shopping,,,FirstCry is an online shopping store offering a range of baby care products and toys.
bb18c428-5b0c-9d4d-e175-02382de8f32a,FiscalNote,fiscalnote.com,ipo,4/1/13,"Artificial Intelligence,Big Data,Government,GovTech,Predictive Analytics","Artificial Intelligence,Data and Analytics,Government and Military,Information Technology,Science and Engineering,Software",USA,Washington,FiscalNote uses artificial intelligence and big data to deliver predictive analytics on government information to determine its impact.
b9c7ca1d-5afc-41cd-a478-6f4096c2bdbf,Fisker,fiskerinc.com,ipo,10/1/16,"Automotive,Electric Vehicle,Manufacturing","Manufacturing,Transportation",USA,Los Angeles,"Fisker is a designer and manufacturer of emotion-stirring, eco-friendly electric vehicles."
fd533414-ad99-421c-82a6-d20830bbb66f,Fiture,fiture.com,operating,1/1/19,"Artificial Intelligence,Fitness,Robotics,Sports","Artificial Intelligence,Data and Analytics,Hardware,Science and Engineering,Software,Sports",CHN,Chengdu,Fiture is a smart household fitness equipment brand.
04f3819f-c640-b2fc-f11b-16d30c3bb9d1,Fivetran,fivetran.com,operating,1/1/12,"Analytics,Cloud Data Services,Data Integration","Data and Analytics,Information Technology,Internet Services,Software",USA,Oakland,Fivetran is a technology company that automates replicating data into a cloud data platforms
5cc7dc81-f367-ae4c-bf2a-3b895c9d44ad,FLASH,flashparking.com,operating,1/1/11,"Infrastructure,Parking,Property Management,Software","Other,Real Estate,Software,Transportation",USA,Austin,FLASH develops parking technology to enable parking assets to transform into next-generation mobility hubs.
3dff3656-fab0-dbf2-22a5-d96897fe4549,Flexe,flexe.com,operating,1/1/13,"Cloud Computing,E-Commerce,Logistics,Supply Chain Management,Warehousing","Commerce and Shopping,Internet Services,Software,Transportation",USA,Seattle,"Flexe delivers omnichannel logistics programs for eCommerce fulfillment, retail distribution, same-day delivery, and network capacity."
283fed71-eb41-8a76-bf46-06787c3981e5,Flexport,flexport.com,operating,1/1/13,"Freight Service,Logistics,Shipping,Software,Supply Chain Management","Software,Transportation",USA,San Francisco,Flexport is a full-service global freight forwarder and logistics platform using modern software to fix the user experience in global trade.
cbe66303-6336-4cc4-88d2-9a69d2c48f24,Flink Food,goflink.com,operating,9/18/20,"E-Commerce,Food and Beverage,Food Delivery,Grocery","Commerce and Shopping,Food and Beverage,Transportation",DEU,Berlin,Flink is an online startup that offers grocery deliveries in ten minutes.
dcebef2a-baa9-0fc1-8a38-9a6145e2794a,Flipdish,flipdish.com,operating,1/23/15,"Brand Marketing,E-Commerce,Food and Beverage,Food Delivery,Mobile Apps","Apps,Commerce and Shopping,Food and Beverage,Mobile,Sales and Marketing,Software,Transportation",IRL,Sandyford,"Flipdish helps on-demand food businesses create branded food ordering systems, websites, and apps."
7afe5249-f13c-4c60-a6fe-8fd369867d5b,FlipOS,flipos.com,operating,1/1/18,"Property Management,Real Estate",Real Estate,USA,Scottsdale,"FlipOS is a b2b Decentralized iBuyer, tailor made for professionals."
53ac35bb-6b2c-fc90-2223-de1cb4d72e9a,FlixBus,flixbus.com,operating,1/1/11,"E-Commerce,Public Transportation,Transportation,Travel","Commerce and Shopping,Transportation,Travel and Tourism",DEU,Munich,"FlixBus is a unique combination of tech-startup, e-commerce platform, and transportation company."
c33c8cba-b890-05f0-b0d6-f1a73f3f95fc,Flock Freight,flockfreight.com,operating,2/1/15,"Freight Service,Logistics,Shipping,Software,Transportation","Software,Transportation",USA,Encinitas,Flock Freight uses algorithmic pooling technology to allow less-than-truckload shippers to share trailer space in one full truckload.
df42b071-8bfd-2397-d2fe-a283a3030e89,Flock Safety,flocksafety.com,operating,1/1/17,"Hardware,Homeland Security,Machine Learning,Security,Software","Artificial Intelligence,Data and Analytics,Hardware,Privacy and Security,Software",USA,Atlanta,Flock Safety is a developer of public safety operating system that helps communities and law enforcement in 1200 cities to eliminate crime.
a77f295e-43d6-95e3-48af-d06fa32ac4d7,FloQast,floqast.com,operating,1/1/13,"Accounting,B2B,Enterprise Software,SaaS","Financial Services,Other,Professional Services,Software",USA,Sherman Oaks,FloQast is a provider of an accounting workflow automation platform.
0c2ad6dc-c164-9b70-07f8-c39df0cec7f5,Floryn,floryn.com,operating,5/1/16,"Business Development,Finance,Financial Services","Financial Services,Professional Services",NLD,s-hertogenbosch,"Floryn is a technology-driven automated B2B lending company, with strong growth in the high volume loan segment"
c7ba22ba-1d79-e099-891e-b961bf5f8805,Flow Cannabis Co.,flowkana.com,operating,1/1/14,"Agriculture,Cannabis,Farming","Agriculture and Farming,Community and Lifestyle,Food and Beverage,Health Care",USA,San Francisco,Flow Cannabis Co. offers a wide range of California’s top-selling cannabis CPG brands and a series of services
6dfbe8ce-f621-0410-6f83-24dbc80361da,Flow Commerce,flow.io,acquired,10/22/15,"E-Commerce,Internet,Supply Chain Management","Commerce and Shopping,Internet Services,Transportation",USA,Hoboken,Flow is a platform that enables e-commerce companies to go global.
08fb213a-b9df-8412-840b-a2db3e49ec0f,Flutterwave,flutterwave.com,operating,1/1/16,"Financial Services,FinTech,Payments","Financial Services,Payments",USA,San Francisco,Flutterwave is a fintech company that provides a payment infrastructure for global merchants and payment service providers.
1ee99be9-8732-630c-ea21-a475c5a2be71,Fly Now Pay Later,flynowpaylater.com,operating,1/1/16,"Consumer Lending,Credit,Payments,Travel","Financial Services,Lending and Investments,Payments,Travel and Tourism",GBR,London,Fly Now Pay Later is an embedded finance company developed exclusively for the travel industry.
a0a0ba0a-a488-6012-cb06-e0f11d0d2bef,Flyhomes,flyhomes.com,operating,1/1/16,"Financial Services,FinTech,Real Estate","Financial Services,Real Estate",USA,Seattle,Flyhomes provides a real estate brokerage platform that helps clients through the entire home buying process.
9928508b-c172-1c74-fc4c-45a4393ffaef,FLYR Labs,flyrlabs.com,operating,1/1/13,"Air Transportation,Analytics,Artificial Intelligence,Big Data,Machine Learning,Predictive Analytics","Artificial Intelligence,Data and Analytics,Science and Engineering,Software,Transportation",USA,San Francisco,FLYR Labs develops the Cirrus Revenue Operating System™ to help airlines make informed decisions.
7db20bd4-3fe9-3321-8472-1dbc9a593d4e,FogPharma,fogpharma.com,operating,1/1/15,"Biotechnology,Health Care,Pharmaceutical","Biotechnology,Health Care,Science and Engineering",USA,Cambridge,FogPharma creates a new class of medicines that target human disease drivers currently considered undruggable.
47a3b0f6-f36d-efc2-e70a-f412f2a774a1,Foodics,foodics.com,operating,1/1/14,"Management Information Systems,Predictive Analytics,Productivity Tools,Restaurants,Software","Artificial Intelligence,Data and Analytics,Food and Beverage,Information Technology,Software",SAU,Riyadh,"Foodics is a restaurant management system that manages sales, transactions, inventory, employee schedules, and customer relationships."
860db1c2-1921-45d9-a774-ccf17ea3d62c,Footprint,footprintus.com,operating,1/1/13,"Environmental Consulting,Industrial,Manufacturing,Packaging Services","Administrative Services,Manufacturing,Professional Services",USA,Gilbert,"Footprint is a materials science technology company that designs, develops and manufactures solutions to replace single-use plastics."
aa43043f-0ba0-cec1-522c-e04f06f8c9b3,Forendo Pharma,forendo.com,acquired,1/1/13,"Health Care,Medical,Pharmaceutical",Health Care,FIN,Turku,Forendo Pharma is a developer of novel drugs intended for the treatment of urological and other endocrinological diseases.
64d55951-d362-4fe4-9254-617625b922b3,Forge Biologics,forgebiologics.com,operating,1/1/20,"Biotechnology,Medical,Therapeutics","Biotechnology,Health Care,Science and Engineering",USA,Grove City,"Forge Biologics is a gene therapy development engine, enabling access to life changing gene therapy programs."
19c67439-0994-f6cd-9d24-766397175180,ForgeRock,forgerock.com,acquired,2/1/10,"Enterprise Software,Identity Management,Information Technology,Internet of Things,Software","Information Technology,Internet Services,Privacy and Security,Software",USA,San Francisco,ForgeRock is a multinational software company that develops commercial open-source identity and access management products.
3b8abc89-b859-4793-b6b4-c4273880e0e8,Form Energy,formenergy.com,operating,1/1/17,"Battery,Energy,Energy Storage,Environmental Engineering,Renewable Energy","Energy,Science and Engineering,Sustainability",USA,Somerville,Form Energy develops and commercializes a low-cost battery system that can store wind and solar energy for a long duration.
4557ecd0-4857-c69b-c419-d75c3e7044f3,Formlabs,formlabs.com,operating,1/1/11,"3D Printing,3D Technology,Consumer Electronics,Hardware,Manufacturing","Consumer Electronics,Hardware,Manufacturing,Software",USA,Somerville,Formlabs develops accessible 3D fabrication systems designed for printing intricate figures.
fd6d7462-6642-4b56-8eca-5a9b628fe22c,Forte,forte.io,operating,2/1/19,"Blockchain,Developer Platform,eSports,Gaming,Video Games","Gaming,Other,Software,Sports",USA,San Francisco,Forte is an economic technology for games that powers NFTs and rich token economies.
